"Time (s)","Pressure (hPa)"
5.018529040E2,9.905004120E2
5.029209270E2,9.904812622E2
5.039889730E2,9.904631042E2
5.050569900E2,9.904460907E2
5.061250120E2,9.904309082E2
5.071930420E2,9.904121399E2
5.082610640E2,9.903978729E2
5.093290630E2,9.903807831E2
5.103970780E2,9.903619385E2
5.114650610E2,9.903443146E2
5.125330470E2,9.903239441E2
5.136010500E2,9.903051758E2
5.146690250E2,9.902854156E2
5.157370550E2,9.902675629E2
5.168050510E2,9.902486420E2
5.178730250E2,9.902311707E2
5.189410550E2,9.902116394E2
5.200090200E2,9.901900482E2
5.210769830E2,9.901721191E2
5.221449460E2,9.901514435E2
5.232129430E2,9.901330566E2
5.242809040E2,9.901121521E2
5.253487990E2,9.900928497E2
5.264167760E2,9.900729370E2
5.274847220E2,9.900551605E2
5.285526480E2,9.900351715E2
5.296206230E2,9.900164795E2
5.306886990E2,9.900001526E2
5.317567020E2,9.899822235E2
5.328246910E2,9.899652100E2
5.338927080E2,9.899470520E2
5.349606680E2,9.899302673E2
5.360286860E2,9.899114990E2
5.370966680E2,9.898949432E2
5.381646660E2,9.898780060E2
5.392326690E2,9.898609924E2
5.403006130E2,9.898439789E2
5.413685830E2,9.898300171E2
5.424365300E2,9.898133087E2
5.435045010E2,9.897975922E2
5.445724920E2,9.897801208E2
5.456404470E2,9.897638702E2
5.467084110E2,9.897447205E2
5.477763780E2,9.897263336E2
5.488443610E2,9.897080231E2
5.499123150E2,9.896917725E2
5.509802560E2,9.896733856E2
5.520481660E2,9.896564484E2
5.531160550E2,9.896395874E2
5.541840150E2,9.896215057E2
5.552519530E2,9.896040344E2
5.563198680E2,9.895859528E2
5.573877860E2,9.895694733E2
5.584557160E2,9.895542145E2
5.595236010E2,9.895376587E2
5.605915580E2,9.895220947E2
5.616594670E2,9.895061493E2
5.627273580E2,9.894911957E2
5.637952460E2,9.894756317E2
5.648631980E2,9.894609833E2
5.659311270E2,9.894456482E2
5.669990800E2,9.894306946E2
5.680669810E2,9.894130707E2
5.691348900E2,9.893948364E2
5.702027830E2,9.893774414E2
5.712707060E2,9.893594360E2
5.723386260E2,9.893432617E2
5.734066000E2,9.893283844E2
5.744746200E2,9.893135834E2
5.755425960E2,9.892986298E2
5.766105760E2,9.892854309E2
5.776785500E2,9.892708588E2
5.787465410E2,9.892550659E2
5.798145200E2,9.892403412E2
5.808824170E2,9.892268372E2
5.819503430E2,9.892109680E2
5.830182970E2,9.891964722E2
5.840862900E2,9.891816711E2
5.851542730E2,9.891666412E2
5.862222650E2,9.891529846E2
5.872902700E2,9.891381836E2
5.883583020E2,9.891220856E2
5.894262650E2,9.891075134E2
5.904942720E2,9.890929413E2
5.915622790E2,9.890764618E2
5.926302340E2,9.890607452E2
5.936981790E2,9.890466309E2
5.947661580E2,9.890307617E2
5.958341710E2,9.890177917E2
5.969022540E2,9.890039825E2
5.979702520E2,9.889883423E2
5.990382460E2,9.889741516E2
6.001062850E2,9.889591980E2
6.011743330E2,9.889436340E2
6.022423410E2,9.889278412E2
6.033103450E2,9.889141846E2
6.043783630E2,9.888984680E2
6.054464010E2,9.888837433E2
6.065144500E2,9.888710022E2
6.075824400E2,9.888565826E2
6.086503950E2,9.888421631E2
6.097183280E2,9.888270569E2
6.107862910E2,9.888137817E2
6.118542040E2,9.887971497E2
6.129221380E2,9.887834930E2
6.139900480E2,9.887681580E2
6.150579930E2,9.887522888E2
6.161259380E2,9.887390137E2
6.171938790E2,9.887242126E2
6.182618100E2,9.887101746E2
6.193297330E2,9.886963654E2
6.203976820E2,9.886838531E2
6.214656790E2,9.886688995E2
6.225336930E2,9.886536407E2
6.236017540E2,9.886392975E2
6.246697790E2,9.886237335E2
6.257377570E2,9.886100769E2
6.268057650E2,9.885950470E2
6.278737990E2,9.885828400E2
6.289418380E2,9.885688019E2
6.300098390E2,9.885555267E2
6.310778390E2,9.885399628E2
6.321458020E2,9.885270691E2
6.332137940E2,9.885129547E2
6.342817970E2,9.884992981E2
6.353497850E2,9.884864044E2
6.364178120E2,9.884745026E2
6.374857690E2,9.884630585E2
6.385537980E2,9.884529114E2
6.396218640E2,9.884416962E2
6.406899340E2,9.884310150E2
6.417579690E2,9.884218597E2
6.428259740E2,9.884113312E2
6.438939220E2,9.883992004E2
6.449618730E2,9.883881378E2
6.460298540E2,9.883798218E2
6.470978020E2,9.883701324E2
6.481657430E2,9.883602142E2
6.492337240E2,9.883511353E2
6.503016950E2,9.883405304E2
6.513697210E2,9.883299255E2
6.524377390E2,9.883161926E2
6.535057410E2,9.883008575E2
6.545737420E2,9.882851410E2
6.556416970E2,9.882698059E2
6.567097080E2,9.882536316E2
6.577776540E2,9.882363892E2
6.588455870E2,9.882205963E2
6.599135520E2,9.882060242E2
6.609815050E2,9.881886292E2
6.620494820E2,9.881735229E2
6.631174760E2,9.881590271E2
6.641854650E2,9.881426239E2
6.652534280E2,9.881282806E2
6.663213970E2,9.881156158E2
6.673893230E2,9.881008148E2
6.684572990E2,9.880871582E2
6.695252540E2,9.880725861E2
6.705931850E2,9.880595398E2
6.716611320E2,9.880440521E2
6.727289970E2,9.880296326E2
6.737968480E2,9.880132294E2
6.748647110E2,9.879998779E2
6.759326750E2,9.879844666E2
6.770006370E2,9.879711151E2
6.780685670E2,9.879573059E2
6.791365060E2,9.879428101E2
6.802044950E2,9.879267120E2
6.812724810E2,9.879132080E2
6.823404350E2,9.878969574E2
6.834084090E2,9.878813934E2
6.844763370E2,9.878676605E2
6.855442710E2,9.878536987E2
6.866122030E2,9.878392792E2
6.876801640E2,9.878256226E2
6.887480730E2,9.878110504E2
6.898160080E2,9.877964020E2
6.908840080E2,9.877825165E2
6.919520360E2,9.877670288E2
6.930200580E2,9.877497101E2
6.940880160E2,9.877338409E2
6.951560440E2,9.877192688E2
6.962240390E2,9.877037048E2
6.972920250E2,9.876882172E2
6.983599890E2,9.876751709E2
6.994278900E2,9.876612854E2
7.004958180E2,9.876473236E2
7.015637640E2,9.876321411E2
7.026316740E2,9.876198578E2
7.036995710E2,9.876050568E2
7.047674900E2,9.875917816E2
7.058354260E2,9.875785065E2
7.069033530E2,9.875653839E2
7.079712410E2,9.875505829E2
7.090391460E2,9.875369263E2
7.101070690E2,9.875238800E2
7.111750170E2,9.875078583E2
7.122429330E2,9.874931335E2
7.133107890E2,9.874787903E2
7.143786910E2,9.874641418E2
7.154466170E2,9.874482727E2
7.165145400E2,9.874333954E2
7.175824860E2,9.874187469E2
7.186503910E2,9.874037933E2
7.197182510E2,9.873898315E2
7.207861060E2,9.873762512E2
7.218540530E2,9.873623657E2
7.229220380E2,9.873468781E2
7.239899560E2,9.873316956E2
7.250579020E2,9.873156738E2
7.261258350E2,9.872994995E2
7.271937650E2,9.872831726E2
7.282617100E2,9.872683716E2
7.293296650E2,9.872527313E2
7.303975830E2,9.872371674E2
7.314654630E2,9.872217560E2
7.325333830E2,9.872048950E2
7.336013350E2,9.871881866E2
7.346692970E2,9.871727753E2
7.357372250E2,9.871566772E2
7.368051570E2,9.871392822E2
7.378731120E2,9.871240997E2
7.389410670E2,9.871089935E2
7.400089850E2,9.870925903E2
7.410768830E2,9.870758820E2
7.421447910E2,9.870603180E2
7.432126850E2,9.870454407E2
7.442806110E2,9.870302582E2
7.453485830E2,9.870159149E2
7.464164980E2,9.870002747E2
7.474844170E2,9.869853973E2
7.485523640E2,9.869689178E2
7.496203200E2,9.869512939E2
7.506882250E2,9.869357300E2
7.517561280E2,9.869196320E2
7.528240210E2,9.869044495E2
7.538919110E2,9.868897247E2
7.549598650E2,9.868751526E2
7.560278230E2,9.868592834E2
7.570956780E2,9.868440247E2
7.581635730E2,9.868271637E2
7.592314750E2,9.868103790E2
7.602994200E2,9.867940521E2
7.613673360E2,9.867773438E2
7.624352060E2,9.867630005E2
7.635031170E2,9.867487335E2
7.645710540E2,9.867337036E2
7.656389900E2,9.867211151E2
7.667069280E2,9.867080688E2
7.677748290E2,9.866913605E2
7.688426920E2,9.866752625E2
7.699106040E2,9.866607666E2
7.709784930E2,9.866456604E2
7.720463320E2,9.866303253E2
7.731142360E2,9.866138458E2
7.741821220E2,9.865996552E2
7.752500220E2,9.865861511E2
7.763178980E2,9.865705872E2
7.773857580E2,9.865567780E2
7.784535950E2,9.865444946E2
7.795214430E2,9.865310669E2
7.805893280E2,9.865179443E2
7.816571380E2,9.865043640E2
7.827250530E2,9.864906311E2
7.837929730E2,9.864760590E2
7.848609440E2,9.864610291E2
7.859288830E2,9.864459229E2
7.869968150E2,9.864328003E2
7.880647430E2,9.864184570E2
7.891326780E2,9.864042664E2
7.902006530E2,9.863917542E2
7.912686150E2,9.863783264E2
7.923365610E2,9.863644409E2
7.934045520E2,9.863523865E2
7.944725530E2,9.863402557E2
7.955405120E2,9.863281250E2
7.966084430E2,9.863160706E2
