"Time (s)","Pressure (hPa)"
1.292026439E2,9.967363739E2
1.302744649E2,9.967460632E2
1.313462869E2,9.967576599E2
1.324181189E2,9.967733002E2
1.334899959E2,9.967782593E2
1.345618619E2,9.967810059E2
1.356336619E2,9.967820740E2
1.367055299E2,9.967826080E2
1.377773549E2,9.967829132E2
1.388491889E2,9.967929840E2
1.399209869E2,9.968069458E2
1.409927649E2,9.968191528E2
1.420645409E2,9.968251801E2
1.431363099E2,9.968251801E2
1.442081299E2,9.968248749E2
1.452799449E2,9.968197632E2
1.463517259E2,9.968119049E2
1.474235109E2,9.968037415E2
1.484953299E2,9.967933655E2
1.495671239E2,9.967836761E2
1.506389199E2,9.967725372E2
1.517107119E2,9.967644501E2
1.527824949E2,9.967565918E2
1.538542469E2,9.967494965E2
1.549260149E2,9.967427826E2
1.559977879E2,9.967364502E2
1.570695939E2,9.967284393E2
1.581413709E2,9.967205811E2
1.592131789E2,9.967094421E2
1.602849239E2,9.966969299E2
1.613566609E2,9.966843414E2
1.624284179E2,9.966717529E2
1.635001749E2,9.966589355E2
1.645718889E2,9.966447449E2
1.656436479E2,9.966308594E2
1.667154129E2,9.966187286E2
1.677871699E2,9.966056824E2
1.688589299E2,9.965903473E2
1.699307179E2,9.965774536E2
1.710024839E2,9.965626526E2
1.720742639E2,9.965462494E2
1.731460589E2,9.965307617E2
1.742178379E2,9.965142059E2
1.752896409E2,9.964984131E2
1.763614189E2,9.964836884E2
1.774332449E2,9.964660645E2
1.785050979E2,9.964486694E2
1.795768789E2,9.964301300E2
1.806486859E2,9.964115143E2
1.817205769E2,9.963932037E2
1.827924059E2,9.963757324E2
1.838642489E2,9.963579559E2
1.849360779E2,9.963413239E2
1.860078659E2,9.963241577E2
1.870796269E2,9.963066101E2
1.881513979E2,9.962876129E2
1.892232209E2,9.962683105E2
1.902949839E2,9.962490845E2
1.913667299E2,9.962294006E2
1.924385119E2,9.962091064E2
1.935103009E2,9.961913300E2
1.945821099E2,9.961725616E2
1.956538819E2,9.961528778E2
1.967255819E2,9.961358643E2
1.977973119E2,9.961190033E2
1.988690669E2,9.960998535E2
1.999408369E2,9.960816193E2
2.010126349E2,9.960620117E2
2.020844719E2,9.960416412E2
2.031563139E2,9.960210419E2
2.042280999E2,9.960028839E2
2.052998749E2,9.959841156E2
2.063716859E2,9.959658051E2
2.074435019E2,9.959469604E2
2.085152679E2,9.959299469E2
2.095870329E2,9.959111023E2
2.106587999E2,9.958927917E2
2.117305709E2,9.958751678E2
2.128023419E2,9.958574677E2
2.138740939E2,9.958375549E2
2.149458749E2,9.958183289E2
2.160176199E2,9.957985687E2
2.170894109E2,9.957789612E2
2.181611789E2,9.957604980E2
2.192329319E2,9.957406616E2
2.203047429E2,9.957204437E2
2.213765649E2,9.957022095E2
