"Time (s)","Pressure (hPa)"
4.179893053E2,9.928852539E2
4.180293087E2,9.928855591E2
4.180693071E2,9.928863525E2
4.181092990E2,9.928860474E2
4.181493084E2,9.928850708E2
4.181893022E2,9.928840942E2
4.182293082E2,9.928817139E2
4.182693158E2,9.928800049E2
4.183093078E2,9.928792114E2
4.183493081E2,9.928780518E2
4.183893027E2,9.928778076E2
4.184293100E2,9.928802490E2
4.184693082E2,9.928810425E2
4.185093091E2,9.928786011E2
4.185493093E2,9.928746948E2
4.185893048E2,9.928719482E2
4.186293111E2,9.928699341E2
4.186692992E2,9.928680420E2
4.187093094E2,9.928673096E2
4.187493079E2,9.928665161E2
4.187892993E2,9.928638916E2
4.188293100E2,9.928598633E2
4.188693056E2,9.928574219E2
4.189093134E2,9.928564453E2
4.189493107E2,9.928580933E2
4.189893021E2,9.928602295E2
4.190293100E2,9.928612061E2
4.190693066E2,9.928619385E2
4.191093114E2,9.928606567E2
4.191493082E2,9.928579102E2
4.191893104E2,9.928552856E2
4.192293151E2,9.928518677E2
4.192693077E2,9.928475342E2
4.193093101E2,9.928452148E2
4.193493082E2,9.928433838E2
4.193893127E2,9.928422852E2
4.194293110E2,9.928422852E2
4.194693041E2,9.928430786E2
4.195093118E2,9.928452148E2
4.195493056E2,9.928477783E2
4.195893126E2,9.928487549E2
4.196293105E2,9.928477783E2
4.196693022E2,9.928471680E2
4.197093119E2,9.928444214E2
4.197493056E2,9.928394775E2
4.197893066E2,9.928352661E2
4.198293030E2,9.928338623E2
4.198693117E2,9.928334961E2
4.199093097E2,9.928334961E2
4.199493019E2,9.928342896E2
4.199893171E2,9.928345947E2
4.200293116E2,9.928333740E2
4.200693120E2,9.928305664E2
4.201093133E2,9.928274536E2
4.201492972E2,9.928250732E2
4.201893119E2,9.928250122E2
4.202293069E2,9.928276367E2
4.202693113E2,9.928299561E2
4.203093103E2,9.928323364E2
4.203493022E2,9.928338013E2
4.203893097E2,9.928336792E2
4.204293051E2,9.928295898E2
4.204693107E2,9.928259888E2
4.205093082E2,9.928223877E2
4.205493077E2,9.928209839E2
4.205893076E2,9.928199463E2
4.206293035E2,9.928192139E2
4.206692935E2,9.928194580E2
4.207093061E2,9.928196411E2
4.207493099E2,9.928185425E2
4.207893065E2,9.928186646E2
4.208292990E2,9.928186646E2
4.208693090E2,9.928187256E2
4.209093038E2,9.928209839E2
