"Time (s)","Pressure (hPa)"
9.170788578E2,9.850140381E2
9.181431638E2,9.850038910E2
9.192075288E2,9.849983215E2
9.202718308E2,9.849880219E2
9.213361468E2,9.849717712E2
9.224005018E2,9.849499512E2
9.234648168E2,9.849259186E2
9.245291388E2,9.848988342E2
9.255934188E2,9.848727417E2
9.266577258E2,9.848490143E2
9.277220518E2,9.848261261E2
9.287863768E2,9.848090363E2
9.298506838E2,9.847958374E2
9.309150168E2,9.847815704E2
9.319793848E2,9.847702789E2
9.330437388E2,9.847615051E2
9.341080738E2,9.847504425E2
9.351724328E2,9.847385406E2
9.362367998E2,9.847245789E2
9.373011498E2,9.847084045E2
9.383654858E2,9.846938324E2
9.394298378E2,9.846810913E2
9.404942078E2,9.846671295E2
9.415586128E2,9.846539307E2
9.426229918E2,9.846456909E2
9.436873238E2,9.846321106E2
9.447516608E2,9.846209717E2
9.458159958E2,9.846069336E2
9.468803418E2,9.845912170E2
9.479447058E2,9.845741272E2
9.490090848E2,9.845551300E2
9.500734268E2,9.845360565E2
9.511377488E2,9.845182037E2
9.522021128E2,9.845018768E2
9.532664568E2,9.844861603E2
9.543308148E2,9.844776154E2
9.553951908E2,9.844697571E2
9.564595408E2,9.844611359E2
9.575238808E2,9.844520569E2
9.585882358E2,9.844471741E2
9.596525668E2,9.844408417E2
9.607168938E2,9.844292450E2
9.617812948E2,9.844129944E2
9.628456568E2,9.843955994E2
9.639099928E2,9.843714142E2
9.649743328E2,9.843417358E2
9.660386768E2,9.843190765E2
9.671029988E2,9.843059540E2
9.681673228E2,9.842962646E2
9.692316328E2,9.842945099E2
9.702959298E2,9.842945099E2
9.713602588E2,9.842945099E2
9.724245818E2,9.842920685E2
9.734889078E2,9.842825317E2
9.745532168E2,9.842668152E2
9.756175758E2,9.842536926E2
9.766819168E2,9.842358398E2
9.777462418E2,9.842193604E2
9.788105588E2,9.842042542E2
9.798748668E2,9.841909790E2
9.809392248E2,9.841726685E2
9.820035898E2,9.841545105E2
9.830679268E2,9.841402435E2
9.841322648E2,9.841314697E2
9.851965738E2,9.841246033E2
9.862609228E2,9.841194153E2
9.873252848E2,9.841137695E2
9.883896798E2,9.841044617E2
9.894540748E2,9.840977478E2
9.905184598E2,9.840872192E2
9.915828298E2,9.840727234E2
9.926471818E2,9.840556335E2
9.937115338E2,9.840403748E2
9.947759198E2,9.840190887E2
9.958402958E2,9.839966583E2
9.969046288E2,9.839835358E2
9.979689298E2,9.839723206E2
9.990332298E2,9.839613342E2
1.000097525E3,9.839548492E2
1.001161828E3,9.839490509E2
1.002226166E3,9.839367676E2
1.003290539E3,9.839237213E2
1.004354863E3,9.839128876E2
1.005419216E3,9.838947296E2
1.006483565E3,9.838807678E2
1.007547894E3,9.838700867E2
1.008612252E3,9.838543701E2
1.009676600E3,9.838307953E2
1.010740941E3,9.838119507E2
1.011805285E3,9.837905884E2
1.012869619E3,9.837687683E2
1.013933928E3,9.837534332E2
1.014998258E3,9.837480164E2
1.016062545E3,9.837437439E2
1.017126875E3,9.837393188E2
1.018191202E3,9.837326050E2
1.019255548E3,9.837223816E2
1.020319904E3,9.837091827E2
1.021384258E3,9.836911011E2
1.022448595E3,9.836704254E2
1.023512929E3,9.836533356E2
1.024577296E3,9.836357880E2
1.025641659E3,9.836219788E2
1.026706008E3,9.836104584E2
1.027770310E3,9.836016846E2
1.028834642E3,9.835912323E2
1.029899045E3,9.835836792E2
1.030963428E3,9.835723877E2
1.032027841E3,9.835554504E2
1.033092236E3,9.835401917E2
1.034156584E3,9.835270691E2
1.035220933E3,9.835072327E2
1.036285254E3,9.834851837E2
1.037349592E3,9.834677887E2
1.038413897E3,9.834485626E2
1.039478219E3,9.834300232E2
1.040542588E3,9.834212494E2
1.041606978E3,9.834114838E2
1.042671348E3,9.833966827E2
1.043735726E3,9.833821106E2
1.044800118E3,9.833674622E2
1.045864516E3,9.833497620E2
1.046928893E3,9.833375549E2
1.047993291E3,9.833344269E2
1.049057698E3,9.833344269E2
1.050122109E3,9.833393097E2
1.051186500E3,9.833401489E2
1.052250861E3,9.833401489E2
1.053315223E3,9.833295441E2
1.054379601E3,9.833126068E2
1.055443986E3,9.832929993E2
1.056508328E3,9.832760620E2
1.057572707E3,9.832613373E2
1.058637078E3,9.832513428E2
1.059701446E3,9.832454681E2
1.060765833E3,9.832341003E2
1.061830223E3,9.832203674E2
1.062894614E3,9.832069397E2
1.063958975E3,9.831953430E2
1.065023374E3,9.831850433E2
1.066087754E3,9.831761932E2
1.067152205E3,9.831632233E2
1.068216592E3,9.831529236E2
1.069280985E3,9.831375885E2
1.070345337E3,9.831251526E2
1.071409677E3,9.831138611E2
1.072473996E3,9.831052399E2
1.073538271E3,9.830934143E2
1.074602547E3,9.830809784E2
1.075666843E3,9.830625153E2
1.076731103E3,9.830443573E2
1.077795388E3,9.830275726E2
1.078859680E3,9.830155945E2
1.079923941E3,9.830097198E2
1.080988237E3,9.830077362E2
1.082052562E3,9.830070496E2
1.083116890E3,9.830043030E2
1.084181232E3,9.829969025E2
1.085245582E3,9.829817963E2
1.086309908E3,9.829651642E2
1.087374244E3,9.829474640E2
1.088438577E3,9.829309845E2
1.089502903E3,9.829161835E2
1.090567217E3,9.829069519E2
1.091631571E3,9.829032135E2
1.092695908E3,9.828977966E2
1.093760247E3,9.828901672E2
1.094824593E3,9.828803253E2
1.095888952E3,9.828684998E2
1.096953320E3,9.828536987E2
1.098017692E3,9.828401184E2
1.099082125E3,9.828252411E2
1.100146514E3,9.828091431E2
1.101210898E3,9.827944183E2
1.102275205E3,9.827799988E2
1.103339533E3,9.827687073E2
1.104403880E3,9.827603149E2
1.105468226E3,9.827603149E2
1.106532527E3,9.827609253E2
1.107596813E3,9.827609253E2
1.108661098E3,9.827507019E2
1.109725424E3,9.827367401E2
1.110789768E3,9.827173615E2
1.111854091E3,9.826977539E2
1.112918416E3,9.826781464E2
1.113982732E3,9.826642609E2
1.115047083E3,9.826541138E2
1.116111422E3,9.826477814E2
1.117175731E3,9.826405334E2
1.118240059E3,9.826364899E2
1.119304404E3,9.826348114E2
1.120368727E3,9.826313019E2
1.121433054E3,9.826252747E2
1.122497390E3,9.826142120E2
1.123561743E3,9.825966644E2
1.124626031E3,9.825757599E2
1.125690284E3,9.825548553E2
1.126754572E3,9.825337982E2
1.127818873E3,9.825141907E2
1.128883228E3,9.825054932E2
1.129947531E3,9.825020599E2
1.131011812E3,9.824993896E2
1.132076104E3,9.824993896E2
1.133140403E3,9.825067902E2
1.134204718E3,9.825170898E2
1.135269021E3,9.825263977E2
1.136333318E3,9.825321198E2
1.137397621E3,9.825363922E2
1.138461963E3,9.825363922E2
1.139526267E3,9.825292969E2
1.140590591E3,9.825154877E2
1.141654952E3,9.825050354E2
1.142719268E3,9.824927521E2
1.143783571E3,9.824775696E2
1.144847868E3,9.824567413E2
1.145912157E3,9.824340820E2
1.146976435E3,9.824095917E2
1.148040708E3,9.823857880E2
1.149105063E3,9.823544312E2
1.150169344E3,9.823281860E2
1.151233611E3,9.822886658E2
1.152297896E3,9.822762299E2
1.153362215E3,9.822676086E2
1.154426517E3,9.822487640E2
1.155490851E3,9.822087097E2
1.156555203E3,9.821549225E2
1.157619505E3,9.820984650E2
1.158683798E3,9.820643616E2
1.159748101E3,9.820574951E2
1.160812401E3,9.820574951E2
1.161876706E3,9.821031189E2
1.162940975E3,9.821392059E2
1.164005227E3,9.821543884E2
1.165069482E3,9.821657562E2
1.166133720E3,9.822010803E2
1.167198009E3,9.822601318E2
1.168262316E3,9.823457336E2
1.169326564E3,9.824320221E2
1.170390828E3,9.825042725E2
1.171455123E3,9.825340271E2
1.172519437E3,9.830371094E2
1.173583705E3,9.848953247E2
1.174647975E3,9.867405701E2
1.175712244E3,9.886049652E2
1.176776561E3,9.904872894E2
1.177840817E3,9.921046448E2
1.178905084E3,9.921084595E2
1.179969374E3,9.921084595E2
1.181033614E3,9.921045685E2
1.182097872E3,9.920951843E2
