"Time (s)","Pressure (hPa)"
-5.330978750E-1,1.011446991E3
4.987671250E-1,1.011450348E3
1.530632125E0,1.011453705E3
2.562509125E0,1.011456909E3
3.594395125E0,1.011464233E3
3.787924125E0,1.011464233E3
4.853080125E0,1.011464005E3
5.918203125E0,1.011464005E3
6.983315125E0,1.011467361E3
8.048406125E0,1.011467361E3
9.113522125E0,1.011460648E3
1.017865612E1,1.011454315E3
1.124379412E1,1.011447754E3
