Time (s),Pressure (hPa)
-0.536024417,1010.82901
0.496138583,1010.830917
1.528273583,1010.830612
2.560443583,1010.832825
3.592623583,1010.83519
3.785740583,1010.83519
4.851183583,1010.833664
5.916643583,1010.833664
6.982099583,1010.833435
8.047585583,1010.833511
9.113043583,1010.833511
10.17851058,1010.833511
11.24398358,1010.833435
